	Current Fit	Current Fit	Reference Fit	Reference Fit
	ndata	$\phi$	ndata	$\phi$
group				
DIS NC	1613	0.13960267001950802	1613	0.13114081581564002
DIS CC	552	0.1200762694562747	552	0.11286853162213249
DY	732	0.2343386594572915	743	0.22089813989739387
TOP	45	0.27009791766022595	45	0.25425733341502355
SINGLETOP	17	0.03782442429387126	17	0.03279727392466327
